100,7.33173828125
200,6.875832366943359
300,7.565507071358817
400,5.017428716023763
500,5.977449205186632
600,6.003755696614584
700,4.6691131591796875
800,6.991281509399414
900,4.909689267476399
1000,5.899400075276692
1100,5.951697826385498
1200,5.858026733398438
1300,6.373600482940674
1400,4.889107386271159
1500,5.982677936553955
1600,4.969566027323405
1700,5.857730865478516
1800,5.853895707563921
1900,6.225970840454101
2000,5.55816650390625
2100,6.530341148376465
2200,5.360440731048584
2300,5.443319048200335
2400,5.145958709716797
2500,4.492023086547851
2600,4.971385955810547
2700,6.396775679154829
2800,5.023027038574218
2900,4.615094321114676
3000,6.9597930908203125
3100,6.097825527191162
3200,4.117211205618722
3300,5.102783203125
3400,5.320549647013347
3500,5.06620979309082
3600,6.102697160508898
3700,5.860733879937066
3800,6.101043701171875
3900,5.017002650669643
4000,5.512571607317243
4100,6.035635375976563
4200,5.065196514129639
4300,5.274428176879883
4400,7.673896789550781
4500,5.795122146606445
4600,5.145249557495117
4700,4.897513389587402
4800,6.082630157470703
4900,4.629771641322544
5000,6.66980504989624
5100,6.237789630889893
5200,4.492620468139648
5300,6.501091766357422
5400,6.35335456000434
5500,5.01767110824585
5600,5.808993021647136
5700,5.163251876831055
5800,5.3673442840576175
5900,6.459902869330512
6000,5.617649502224392
6100,4.90863831837972
6200,8.92711067199707
6300,4.990119934082031
6400,6.411442149769176
6500,4.001218795776367
6600,5.332196807861328
6700,5.759349060058594
6800,5.3241729736328125
6900,4.138962268829346
7000,5.51849365234375
7100,5.357764107840402
7200,6.910620371500651
7300,5.39681159125434
7400,5.649957510141226
7500,7.783332824707031
7600,5.086605453491211
7700,5.86549862948331
7800,7.6463165283203125
7900,4.0325325557163785
8000,6.33436393737793
8100,6.596560341971261
8200,4.679224286760602
8300,3.3359691074916293
8400,6.766575532801011
8500,5.5768327713012695
8600,7.093452453613281
8700,3.2502965927124023
8800,3.8472187519073486
8900,5.799142317338423
9000,4.735598373413086
9100,5.215541492808949
9200,5.770911476828835
9300,4.606427383422852
9400,4.086415699550083
9500,6.391262054443359
9600,4.127475314670139
9700,4.557151794433594
9800,6.62375918301669
9900,5.4650421142578125
10000,6.298103332519531
0,35.02764367126169
0,10.521101667434246
10100,4.9256538391113285
10200,6.115433120727539
10300,5.523491450718471
10400,3.5370092391967773
10500,4.962869432237413
10600,5.124203999837239
10700,3.5638720989227295
10800,5.700604756673177
10900,3.818352381388346
11000,4.457001156277126
11100,5.376212120056152
